TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
cdc42_pathway	CDC42 signaling events	0.00279946553673491	-5.87832675975837	70	44	0.0429268292682927	1025	2233	5337,6714,5606,10095,5062,5581,1499,10109,4214,998,4735,3985,55740,10093,10096,5608,128239,1072,5295,1739,7410,9459,2059,5595,396,10092,8976,867,5594,8826,2932,5590,4296,10188,5879,5058,1432,8874,10097,5894,7074,2151,324,10458	PLD1,SRC,MAP2K3,ARPC1B,PAK2,PRKCE,CTNNB1,ARPC2,MAP3K1,CDC42,SEPTIN2,LIMK2,ENAH,ARPC4,ACTR3,MAP2K6,IQGAP3,CFL1,PIK3R1,DLG1,VAV2,ARHGEF6,EPS8,MAPK3,ARHGDIA,ARPC5,WASL,CBL,MAPK1,IQGAP1,GSK3B,PRKCZ,MAP3K11,TNK2,RAC1,PAK1,MAPK14,ARHGEF7,ACTR2,RAF1,TIAM1,F2RL2,APC,BAIAP2
ptp1bpathway	Signaling events mediated by PTP1B	0.00302529713249288	-5.80074596670567	50	33	0.0321951219512195	1025	2233	3055,5295,9021,3690,27040,207,2885,1435,6776,7297,2268,3643,6714,5770,1398,1436,387,5159,6777,1000,2212,2241,4067,5618,3717,3952,5617,640,6464,1445,1796,6774,2534	HCK,PIK3R1,SOCS3,ITGB3,LAT,AKT1,GRB2,CSF1,STAT5A,TYK2,FGR,INSR,SRC,PTPN1,CRK,CSF1R,RHOA,PDGFRB,STAT5B,CDH2,FCGR2A,FER,LYN,PRLR,JAK2,LEP,PRL,BLK,SHC1,CSK,DOK1,STAT3,FYN
il2_1pathway	IL2-mediated signaling events	0.00331312160439399	-5.70986445111796	52	34	0.0331707317073171	1025	2233	5581,8660,3559,6776,2185,6772,8027,3716,5295,596,6850,9021,3561,10254,2353,3718,2885,5604,5594,6464,9846,5595,6774,2534,5894,387,4609,6654,5579,6777,9046,1154,8651,1432	PRKCE,IRS2,IL2RA,STAT5A,PTK2B,STAT1,STAM,JAK1,PIK3R1,BCL2,SYK,SOCS3,IL2RG,STAM2,FOS,JAK3,GRB2,MAP2K1,MAPK1,SHC1,GAB2,MAPK3,STAT3,FYN,RAF1,RHOA,MYC,SOS1,PRKCB,STAT5B,DOK2,CISH,SOCS1,MAPK14
tcptp_pathway	Signaling events mediated by TCPTP	0.00347315701180684	-5.66269129696861	36	25	0.024390243902439	1025	2233	5867,2885,545,3718,6654,5159,3716,1436,6777,5295,6778,6714,5291,3837,5770,8554,6774,1387,1435,3688,6776,6772,7422,3643,3082	RAB4A,GRB2,ATR,JAK3,SOS1,PDGFRB,JAK1,CSF1R,STAT5B,PIK3R1,STAT6,SRC,PIK3CB,KPNB1,PTPN1,PIAS1,STAT3,CREBBP,CSF1,ITGB1,STAT5A,STAT1,VEGFA,INSR,HGF
il1pathway	IL1-mediated signaling events	0.00539663169528803	-5.22198028016304	35	24	0.0234146341463415	1025	2233	5590,3552,5970,8878,7850,3554,8517,10454,7334,54472,834,7335,3557,7189,3553,3551,353376,5295,5608,4615,6885,4215,23118,11213	PRKCZ,IL1A,RELA,SQSTM1,IL1R2,IL1R1,IKBKG,TAB1,UBE2N,TOLLIP,CASP1,UBE2V1,IL1RN,TRAF6,IL1B,IKBKB,TICAM2,PIK3R1,MAP2K6,MYD88,MAP3K7,MAP3K3,TAB2,IRAK3
avb3_integrin_pathway	Integrins in angiogenesis	0.00604858389375441	-5.10793110148541	46	30	0.0292682926829268	1025	2233	961,5595,7048,10085,50848,6714,7422,7414,6093,867,2185,5286,841,1435,5594,5829,7094,207,5297,3690,3320,5879,25960,6382,5295,387,1436,10451,1027,5298	CD47,MAPK3,TGFBR2,EDIL3,F11R,SRC,VEGFA,VCL,ROCK1,CBL,PTK2B,PIK3C2A,CASP8,CSF1,MAPK1,PXN,TLN1,AKT1,PI4KA,ITGB3,HSP90AA1,RAC1,ADGRA2,SDC1,PIK3R1,RHOA,CSF1R,VAV3,CDKN1B,PI4KB
fcer1pathway	Fc-epsilon receptor I signaling in mast cells	0.00633083816278654	-5.06232264040893	59	37	0.0360975609756098	1025	2233	868,5321,1901,9846,1796,5335,5595,2534,5604,5594,7456,7409,5970,1843,6464,867,2241,4067,5829,7462,5894,5579,6654,3551,3059,5062,8517,695,27040,2353,207,4214,3937,2885,2207,5295,6850	CBLB,PLA2G4A,S1PR1,GAB2,DOK1,PLCG1,MAPK3,FYN,MAP2K1,MAPK1,WIPF1,VAV1,RELA,DUSP1,SHC1,CBL,FER,LYN,PXN,LAT2,RAF1,PRKCB,SOS1,IKBKB,HCLS1,PAK2,IKBKG,BTK,LAT,FOS,AKT1,MAP3K1,LCP2,GRB2,FCER1G,PIK3R1,SYK
foxopathway	FoxO family signaling	0.00655461443143854	-5.02758598402453	48	31	0.0302439024390244	1025	2233	1027,53944,1452,3551,7763,847,5901,6502,207,7532,1453,1387,604,1499,23411,6446,356,1647,1455,2309,8850,10971,7529,7534,2308,102800317,6648,5347,7874,7531,2033	CDKN1B,CSNK1G1,CSNK1A1,IKBKB,ZFAND5,CAT,RAN,SKP2,AKT1,YWHAG,CSNK1D,CREBBP,BCL6,CTNNB1,SIRT1,SGK1,FASLG,GADD45A,CSNK1G2,FOXO3,KAT2B,YWHAQ,YWHAB,YWHAZ,FOXO1,TPTEP2-CSNK1E,SOD2,PLK1,USP7,YWHAE,EP300
il12_2pathway	IL12-mediated signaling events	0.00668036692528749	-5.00858236400687	61	38	0.0370731707317073	1025	2233	356,6348,919,3717,5970,6351,3554,6778,8767,6774,7879,4843,8807,3594,920,3553,8651,1432,3002,3559,6776,388372,7297,6772,5606,3122,4616,3105,56848,916,3123,4791,1234,5608,3561,3592,2353,3606	FASLG,CCL3,CD247,JAK2,RELA,CCL4,IL1R1,STAT6,RIPK2,STAT3,RAB7A,NOS2,IL18RAP,IL12RB1,CD4,IL1B,SOCS1,MAPK14,GZMB,IL2RA,STAT5A,CCL4L1,TYK2,STAT1,MAP2K3,HLA-DRA,GADD45B,HLA-A,SPHK2,CD3E,HLA-DRB1,NFKB2,CCR5,MAP2K6,IL2RG,IL12A,FOS,IL18
il4_2pathway	IL4-mediated signaling events	0.00702074302374025	-4.95888622270784	63	39	0.0380487804878049	1025	2233	6688,5295,3716,2242,2885,207,3718,5284,3690,3561,9021,6667,54625,6776,7070,8660,57379,2113,2971,2208,9046,6403,3586,6777,5777,3566,1432,8651,867,4602,6464,3717,3662,604,3159,1959,6778,4988,3597	SPI1,PIK3R1,JAK1,FES,GRB2,AKT1,JAK3,PIGR,ITGB3,IL2RG,SOCS3,SP1,PARP14,STAT5A,THY1,IRS2,AICDA,ETS1,GTF3A,FCER2,DOK2,SELP,IL10,STAT5B,PTPN6,IL4R,MAPK14,SOCS1,CBL,MYB,SHC1,JAK2,IRF4,BCL6,HMGA1,EGR2,STAT6,OPRM1,IL13RA1
kitpathway	Signaling events mediated by Stem cell factor receptor (c-Kit)	0.00753787786199079	-4.8878145872413	52	33	0.0321951219512195	1025	2233	2885,5170,207,4254,596,4286,5295,7006,6772,10603,10019,1399,5728,2309,1387,6776,5800,5777,200734,2241,4067,8651,6654,5894,6774,5595,1796,867,6464,3717,7409,5604,2932	GRB2,PDPK1,AKT1,KITLG,BCL2,MITF,PIK3R1,TEC,STAT1,SH2B2,SH2B3,CRKL,PTEN,FOXO3,CREBBP,STAT5A,PTPRO,PTPN6,SPRED2,FER,LYN,SOCS1,SOS1,RAF1,STAT3,MAPK3,DOK1,CBL,SHC1,JAK2,VAV1,MAP2K1,GSK3B
p38alphabetapathway	Regulation of p38-alpha and p38-beta	0.00860638773140619	-4.75525059196614	27	19	0.0185365853658537	1025	2233	6714,10454,5606,83605,2534,8737,1843,5062,640,2268,11221,5879,4067,1432,5058,5608,4215,3055,7189	SRC,TAB1,MAP2K3,CCM2,FYN,RIPK1,DUSP1,PAK2,BLK,FGR,DUSP10,RAC1,LYN,MAPK14,PAK1,MAP2K6,MAP3K3,HCK,TRAF6
p38_mkk3_6pathway	p38 MAPK signaling pathway	0.00995666428728145	-4.60951317439633	29	20	0.0195121951219512	1025	2233	5608,6885,57551,1432,5879,4215,4214,805,23118,4216,7189,51347,5606,10454,472,9344,4616,83605,801,1647	MAP2K6,MAP3K7,TAOK1,MAPK14,RAC1,MAP3K3,MAP3K1,CALM2,TAB2,MAP3K4,TRAF6,TAOK3,MAP2K3,TAB1,ATM,TAOK2,GADD45B,CCM2,CALM1,GADD45A
nfat_3pathway	Role of Calcineurin-dependent NFAT signaling in lymphocytes	0.0107481722550628	-4.53301956164883	51	32	0.031219512195122	1025	2233	8021,1387,5581,1827,801,7529,5580,10971,3164,5582,596,1326,4214,5588,5590,5583,2932,7534,3837,5595,7531,2033,10231,4209,1452,4772,4775,1432,5292,5901,7532,805	NUP214,CREBBP,PRKCE,RCAN1,CALM1,YWHAB,PRKCD,YWHAQ,NR4A1,PRKCG,BCL2,MAP3K8,MAP3K1,PRKCQ,PRKCZ,PRKCH,GSK3B,YWHAZ,KPNB1,MAPK3,YWHAE,EP300,RCAN2,MEF2D,CSNK1A1,NFATC1,NFATC3,MAPK14,PIM1,RAN,YWHAG,CALM2
tgfbrpathway	TGF-beta receptor signaling	0.0107481722550628	-4.53301956164883	51	32	0.031219512195122	1025	2233	7531,25805,9765,6711,9372,1601,4088,6464,5499,8312,4089,54778,23327,5520,5515,83939,387,64750,6654,7046,23645,7040,7048,4092,1499,4087,331,5170,2885,409,6885,5371	YWHAE,BAMBI,ZFYVE16,SPTBN1,ZFYVE9,DAB2,SMAD3,SHC1,PPP1CA,AXIN1,SMAD4,RNF111,NEDD4L,PPP2R2A,PPP2CA,EIF2A,RHOA,SMURF2,SOS1,TGFBR1,PPP1R15A,TGFB1,TGFBR2,SMAD7,CTNNB1,SMAD2,XIAP,PDPK1,GRB2,ARRB2,MAP3K7,PML
cmyb_pathway	C-MYB transcription factor network	0.0125512126633693	-4.3779379915091	78	46	0.0448780487804878	1025	2233	3015,28996,2033,6595,290,8826,4094,8379,4602,5292,490,1021,4609,1436,4353,920,1211,7329,947,6497,2113,1026,4069,330,1387,5250,1050,5743,8089,51701,6667,4144,6885,22797,1314,8535,27044,2114,10043,3312,100,136,1027,6688,4254,596	H2AFZ,HIPK2,EP300,SMARCA2,ANPEP,IQGAP1,MAF,MAD1L1,MYB,PIM1,ATP2B1,CDK6,MYC,CSF1R,MPO,CD4,CLTA,UBE2I,CD34,SKI,ETS1,CDKN1A,LYZ,BIRC3,CREBBP,SLC25A3,CEBPA,PTGS2,YEATS4,NLK,SP1,MAT2A,MAP3K7,TFEC,COPA,CBX4,SND1,ETS2,TOM1,HSPA8,ADA,ADORA2B,CDKN1B,SPI1,KITLG,BCL2
ecadherin_nascentaj_pathway	E-cadherin signaling in the nascent adherens junction	0.0125809490629907	-4.37557158834635	33	22	0.0214634146341463	1025	2233	10006,8826,1499,3682,26999,6714,10163,1500,3728,1398,387,7074,7410,5295,1739,2889,5879,8907,55740,382,207,998	ABI1,IQGAP1,CTNNB1,ITGAE,CYFIP2,SRC,WASF2,CTNND1,JUP,CRK,RHOA,TIAM1,VAV2,PIK3R1,DLG1,RAPGEF1,RAC1,AP1M1,ENAH,ARF6,AKT1,CDC42
tnfpathway	TNF receptor signaling pathway	0.0128189272596223	-4.35683250808728	44	28	0.0273170731707317	1025	2233	7132,7185,6609,117584,5606,23043,8567,8878,841,9530,5970,330,5590,8737,8517,11183,6772,7133,8439,6868,1540,6885,4214,4215,8772,9448,7128,3551	TNFRSF1A,TRAF1,SMPD1,RFFL,MAP2K3,TNIK,MADD,SQSTM1,CASP8,BAG4,RELA,BIRC3,PRKCZ,RIPK1,IKBKG,MAP4K5,STAT1,TNFRSF1B,NSMAF,ADAM17,CYLD,MAP3K7,MAP3K1,MAP3K3,FADD,MAP4K4,TNFAIP3,IKBKB
smad2_3pathway	Regulation of cytoplasmic and nuclear SMAD2/3 signaling	0.013116472372967	-4.33388640563095	19	14	0.0136585365853659	1025	2233	51588,3837,4088,4214,5595,805,5594,4089,4087,8021,58190,7329,10106,801	PIAS4,KPNB1,SMAD3,MAP3K1,MAPK3,CALM2,MAPK1,SMAD4,SMAD2,NUP214,CTDSP1,UBE2I,CTDSP2,CALM1
il23pathway	IL23-mediated signaling events	0.015042896630539	-4.19684938388888	37	24	0.0234146341463415	1025	2233	3717,5970,6776,7297,6347,6772,29949,4843,6774,51561,3569,242,8807,916,2919,4353,3553,920,3594,5295,9021,3606,11009,4792	JAK2,RELA,STAT5A,TYK2,CCL2,STAT1,IL19,NOS2,STAT3,IL23A,IL6,ALOX12B,IL18RAP,CD3E,CXCL1,MPO,IL1B,CD4,IL12RB1,PIK3R1,SOCS3,IL18,IL24,NFKBIA
il2_pi3kpathway	IL2 signaling events mediated by PI3K	0.015042896630539	-4.19684938388888	37	24	0.0234146341463415	1025	2233	3716,6654,4609,5295,596,5879,3561,3320,3718,259230,207,805,2885,3559,5970,5590,2309,4602,6464,801,6609,9846,6194,8661	JAK1,SOS1,MYC,PIK3R1,BCL2,RAC1,IL2RG,HSP90AA1,JAK3,SGMS1,AKT1,CALM2,GRB2,IL2RA,RELA,PRKCZ,FOXO3,MYB,SHC1,CALM1,SMPD1,GAB2,RPS6,EIF3A
rac1_pathway	RAC1 signaling pathway	0.016564833469399	-4.10047329644115	54	33	0.0321951219512195	1025	2233	10093,128239,10096,5608,4214,1072,10095,5606,26999,1398,1536,10163,5330,1499,10006,10109,6776,5062,4688,5879,1432,5058,4296,1535,10458,653361,10097,8936,10092,6774,396,29127,8826	ARPC4,IQGAP3,ACTR3,MAP2K6,MAP3K1,CFL1,ARPC1B,MAP2K3,CYFIP2,CRK,CYBB,WASF2,PLCB2,CTNNB1,ABI1,ARPC2,STAT5A,PAK2,NCF2,RAC1,MAPK14,PAK1,MAP3K11,CYBA,BAIAP2,NCF1,ACTR2,WASF1,ARPC5,STAT3,ARHGDIA,RACGAP1,IQGAP1
il6_7pathway	IL6-mediated signaling events	0.0183547217948651	-3.99786841906103	43	27	0.0263414634146341	1025	2233	5879,9021,1432,5608,2353,207,2885,3716,4609,3659,6654,3055,5295,4286,8554,2308,5580,4170,3569,8543,6774,2,3570,7409,3717,6772,7297	RAC1,SOCS3,MAPK14,MAP2K6,FOS,AKT1,GRB2,JAK1,MYC,IRF1,SOS1,HCK,PIK3R1,MITF,PIAS1,FOXO1,PRKCD,MCL1,IL6,LMO4,STAT3,A2M,IL6R,VAV1,JAK2,STAT1,TYK2
avb3_opn_pathway	Osteopontin-mediated events	0.0188494047882772	-3.97127394180537	32	21	0.0204878048780488	1025	2233	5058,3690,5879,4792,998,2353,4214,387,10451,6850,2934,5295,960,4318,5328,9475,9020,5595,5970,5594,2185	PAK1,ITGB3,RAC1,NFKBIA,CDC42,FOS,MAP3K1,RHOA,VAV3,SYK,GSN,PIK3R1,CD44,MMP9,PLAU,ROCK2,MAP3K14,MAPK3,RELA,MAPK1,PTK2B
txa2pathway	Thromboxane A2 receptor signaling	0.0193512629926853	-3.94499759069659	45	28	0.0273170731707317	1025	2233	6093,640,2268,5581,5330,5583,5590,5588,2534,2782,6714,5580,157,3055,6850,156,5582,387,8766,207,5739,5879,409,4067,54331,1432,7052,2771	ROCK1,BLK,FGR,PRKCE,PLCB2,PRKCH,PRKCZ,PRKCQ,FYN,GNB1,SRC,PRKCD,GRK3,HCK,SYK,GRK2,PRKCG,RHOA,RAB11A,AKT1,PTGIR,RAC1,ARRB2,LYN,GNG2,MAPK14,TGM2,GNAI2
retinoic_acid_pathway	Retinoic acid receptors-mediated signaling	0.0210927334083597	-3.85882668604476	25	17	0.0165853658536585	1025	2233	1432,207,8204,8202,5582,9612,902,7421,6256,8850,5595,983,8841,10499,5594,8648,5914	MAPK14,AKT1,NRIP1,NCOA3,PRKCG,NCOR2,CCNH,VDR,RXRA,KAT2B,MAPK3,CDK1,HDAC3,NCOA2,MAPK1,NCOA1,RARA
