TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
human chr17q25.1	human chr17q25.1	1.96121216169092e-05	-10.8393627330468	148	40	0.00469869611182897	8513	61273	100134934,100130520,26151,124599,23580,23163,94015,10871,84923,3691,201294,326624,693221,79902,102466911,342510,10610,283991,100134391,146722,100616282,11314,84074,114804,101928343,51155,100130933,677848,57409,9121,79651,2885,439921,9772,80022,85451,124512,29115,60386,6752	TEN1,CD300H,NAT9,CD300LB,CDC42EP4,GGA3,TTYH2,CD300C,FAM104A,ITGB4,UNC13D,RAB37,MIR636,NUP85,MIR6785,CD300E,ST6GALNAC2,UBALD2,LOC100134391,CD300LF,MIR4738,CD300A,QRICH2,RNF157,LOC101928343,JPT1,SMIM6,SNORD1A,MIF4GD,SLC16A5,RHBDF2,GRB2,MXRA7,TMEM94,MYO15B,UNK,METTL23,SAP30BP,SLC25A19,SSTR2
human chr11q13.1	human chr11q13.1	2.29093488136201e-05	-10.6839654855772	154	41	0.00481616351462469	8513	61273	83638,7542,113218486,254187,378938,283130,84447,101927789,2286,25824,55611,83706,440044,1072,10435,9379,5970,10089,79829,254102,387778,23649,10524,100528018,91056,10313,55561,399909,4296,1474,100996455,254100,51504,84153,8986,2011,100302280,8815,100616284,2101,7536	C11orf68,ZFPL1,MIR10392,TSGA10IP,MALAT1,SLC25A45,SYVN1,LOC101927789,FKBP2,PRDX5,OTUB1,FERMT3,SLC22A20P,CFL1,CDC42EP2,NRXN2,RELA,KCNK7,NAA40,EHBP1L1,SPDYC,POLA2,KAT5,ARL2-SNX15,AP5B1,RTN3,CDC42BPG,PCNX3,MAP3K11,CST6,LINC02724,SSSCA1-AS1,TRMT112,RNASEH2C,RPS6KA4,MARK2,MIR1237,BANF1,MIR4489,ESRRA,SF1
human chr9q32	human chr9q32	2.58317804749647e-05	-10.5639050227263	68	23	0.00270175026430166	8513	61273	9966,114991,203197,9550,401548,246184,1318,54107,57864,84263,9991,81932,100133204,80709,5998,105376230,210,58493,9128,23307,5005,1317,25861	TNFSF15,ZNF618,TMEM268,ATP6V1G1,SNX30,CDC26,SLC31A2,POLE3,SLC46A2,HSDL2,PTBP3,HDHD3,C9orf147,AKNA,RGS3,TEX53,ALAD,INIP,PRPF4,FKBP15,ORM2,SLC31A1,WHRN
human chr6p21.31	human chr6p21.31	3.36484970402383e-05	-10.2995421673513	92	28	0.00328908727828028	8513	61273	6732,221496,5603,6954,102465668,221491,578,1432,54887,285848,50619,11329,100847048,5467,11165,2178,222662,3159,6204,101929243,116369,2289,51513,102465502,27154,7287,222658,23294	SRPK1,LEMD2,MAPK13,TCP11,MIR7111,SMIM29,BAK1,MAPK14,UHRF1BP1,PNPLA1,DEF6,STK38,MIR5690,PPARD,NUDT3,FANCE,LHFPL5,HMGA1,RPS10,LOC101929243,SLC26A8,FKBP5,ETV7,MIR6835,BRPF3,TULP1,KCTD20,ANKS1A
human chr17q25.3	human chr17q25.3	5.1620673508699e-05	-9.8715883163219	196	48	0.00563843533419476	8513	61273	79755,80233,6448,400627,105371925,339229,9146,9021,1453,125058,57602,100653515,348262,100302229,100996295,124583,8535,10801,5034,124565,284001,26502,6182,146712,9489,79415,125061,284185,64772,56270,400624,116729,102465472,100996291,100131096,396,388428,284207,10458,3607,100616121,55666,7077,388574,9267,101928855,8632,101928710	ZNF750,FAAP100,SGSH,LOC400627,LOC105371925,OXLD1,HGS,SOCS3,CSNK1D,TBC1D16,USP36,CEP295NL,MCRIP1,MIR1250,DNAH17-AS1,CANT1,CBX4,SEPTIN9,P4HB,SLC38A10,CCDC57,NARF,MRPL12,B3GNTL1,PGS1,CYBC1,AFMID,LINC00482,ENGASE,WDR45B,LINC01973,PPP1R27,MIR6787,LINC01993,TNRC6C-AS1,ARHGDIA,PVALEF,METRNL,BAIAP2,FOXK2,MIR1268B,NPLOC4,TIMP2,RPL23AP87,CYTH1,LOC101928855,DNAH17,SCAT1
human chr20p13	human chr20p13	6.1272539764701e-05	-9.70017878007503	155	40	0.00469869611182897	8513	61273	54498,140881,284759,100302282,406896,10326,2797,80025,6628,149830,55968,388780,101929125,7053,11237,8455,57761,55317,10616,140809,146,5786,727993,5621,128646,140885,9491,64096,140901,54976,51378,83541,23627,100289473,9962,83959,25943,9770,60493,102465524	SMOX,DEFB129,SIRPB2,MIR103B2,MIR103A2,SIRPB1,GNRH2,PANK2,SNRPB,PRNT,NSFL1C,LOC388780,LINC01730,TGM3,RNF24,ATRN,TRIB3,AP5S1,RBCK1,SRXN1,ADRA1D,PTPRA,PDYN-AS1,PRNP,SIRPD,SIRPA,PSMF1,GFRA4,STK35,C20orf27,ANGPT4,FAM110A,PRND,LOC100289473,SLC23A2,SLC4A11,C20orf194,RASSF2,FASTKD5,MIR6869
human chr10q24.1	human chr10q24.1	8.13369916675188e-05	-9.41690964283206	46	17	0.00199694584752731	8513	61273	7093,728658,953,26123,9849,84986,644215,93377,5223,387707,56889,29760,23401,118788,23223,10023,84458	TLL2,RPL13AP5,ENTPD1,TCTN3,ZNF518A,ARHGAP19,LOC644215,OPALIN,PGAM1,CC2D2B,TM9SF3,BLNK,FRAT2,PIK3AP1,RRP12,FRAT1,LCOR
human chr12q24.13	human chr12q24.13	0.00011915150610226	-9.03511471411116	43	16	0.00187947844473159	8513	61273	6128,53373,1840,80024,115811,4939,10961,22895,84934,4938,102465519,80018,102465457,113675,10906,100506465	RPL6,TPCN1,DTX1,SLC8B1,IQCD,OAS2,ERP29,RPH3A,RITA1,OAS1,MIR6861,NAA25,MIR6762,SDSL,TRAFD1,LINC01234
human chr20q11.23	human chr20q11.23	0.000122677418683855	-9.00595225999066	79	24	0.00281921766709738	8513	61273	84174,57446,79980,25939,79913,6714,63905,85449,55969,58490,7052,51282,56259,22839,140894,2691,26776,140710,5933,60436,128434,671,9675,26051	SLA2,NDRG3,DSN1,SAMHD1,ACTR5,SRC,MANBAL,KIAA1755,RAB5IF,RPRD1B,TGM2,SCAND1,CTNNBL1,DLGAP4,CNBD2,GHRH,SNORA71B,SOGA1,RBL1,TGIF2,VSTM2L,BPI,TTI1,PPP1R16B
human chr8p11.21	human chr8p11.21	0.000138872286917195	-8.88195584634513	61	20	0.00234934805591448	8513	61273	100616115,6575,84197,619554,7419,157848,109616980,137964,169355,286,8973,55145,5423,10947,3551,101929897,84376,51125,5327,105379393	MIR4469,SLC20A2,POMK,MIR486-1,VDAC3,NKX6-3,SNORD65B,GPAT4,IDO2,ANK1,CHRNA6,THAP1,POLB,AP3M2,IKBKB,LOC101929897,HOOK3,GOLGA7,PLAT,LOC105379393
human chr8q24.21	human chr8q24.21	0.000199799522225836	-8.51819608301476	49	17	0.00199694584752731	8513	61273	100507117,100500839,100507056,728724,101927774,100847051,51571,727677,5462,29065,641384,56169,100750225,100302175,100302281,4609,137196	ASAP1-IT2,MIR3686,CCAT1,LINC00977,LINC00824,MIR5194,FAM49B,CASC8,POU5F1B,ASAP1-IT1,TMEM75,GSDMC,PCAT1,MIR1207,MIR1208,MYC,CCDC26
human chr17q24.2	human chr17q24.2	0.000204733004513969	-8.49380384471307	58	19	0.00223188065311876	8513	61273	693131,693220,54757,51321,10350,786,55062,100847008,5718,5573,101928001,9931,100616316,101928104,101928021,22901,10351,100500895,26207	MIR548D2,MIR635,FAM20A,AMZ2,ABCA9,CACNG1,WIPI1,MIR4524B,PSMD12,PRKAR1A,PRKCA-AS1,HELZ,MIR4524A,LINC01482,LOC101928021,ARSG,ABCA8,MIR548AA2,PITPNC1
human chr1q25.3	human chr1q25.3	0.000243697223923274	-8.31958398876741	97	27	0.00317161987548455	8513	61273	6045,116496,101929093,400799,9887,777,3918,23179,10092,101928973,127665,2752,23057,10625,116461,4688,284649,81563,103344928,6041,647070,100288079,100423032,3140,80896,51278,80267	RNF2,NIBAN1,LINC01350,LINC01344,SMG7,CACNA1E,LAMC2,RGL1,ARPC5,LINC01732,ZNF648,GLUL,NMNAT2,IVNS1ABP,TSEN15,NCF2,SMG7-AS1,C1orf21,KIAA1614-AS1,RNASEL,LOC647070,GS1-279B7.1,MIR3121,MR1,NPL,IER5,EDEM3
human chr14q32.11	human chr14q32.11	0.000265131713226376	-8.23528382441414	33	13	0.00152707623634441	8513	61273	105370622,55051,9252,400236,56659,80017,801,55775,101928909,29018,8111,100124539,90141	LOC105370622,NRDE2,RPS6KA5,FOXN3-AS1,KCNK13,DGLUCY,CALM1,TDP1,LOC101928909,FOXN3-AS2,GPR68,SNORA11B,EFCAB11
human chr17q21.31	human chr17q21.31	0.000363973701015439	-7.91842894289527	173	41	0.00481616351462469	8513	61273	9343,284058,124808,474170,4836,100506084,644172,10052,56970,339192,79089,78995,6521,9884,146923,10230,388387,2535,102465469,100423004,314,100874261,105371795,100133991,113277,2896,9020,1845,9842,201176,246744,728806,162417,752,3430,7343,113026,51629,84336,92579,6155	EFTUD2,KANSL1,CCDC43,LRRC37A2,NMT1,ARL17B,MAPK8IP1P2,GJC1,ATXN7L3,LOC339192,TMUB2,C17orf53,SLC4A1,LRRC37A,RUNDC1,NBR2,LINC00671,FZD2,MIR6782,MIR4315-1,AOC2,CCDC200,LOC105371795,MAP3K14-AS1,TMEM106A,GRN,MAP3K14,DUSP3,PLEKHM1,ARHGAP27,STH,NSFP1,NAGS,FMNL1,IFI35,UBTF,PLCD3,SLC25A39,TMEM101,G6PC3,RPL27
human chr9q34.11	human chr9q34.11	0.000459006840709608	-7.68644544450801	116	30	0.00352402208387173	8513	61273	10044,1861,6812,100506190,27433,100506119,114789,27090,883,64855,23048,56904,30815,401554,10999,5524,27348,9536,57720,2356,81605,54662,1025,100616429,2733,102466750,57171,203245,2022,100616250	SH2D3C,TOR1A,STXBP1,LINC00963,TOR2A,LINC01503,SLC25A25,ST6GALNAC4,KYAT1,NIBAN2,FNBP1,SH3GLB2,ST6GALNAC6,GPRACR,SLC27A4,PTPA,TOR1B,PTGES,GPR107,FPGS,URM1,TBC1D13,CDK9,MIR4672,GLE1,MIR6855,DOLPP1,NAIF1,ENG,MIR3960
human chr15q26.1	human chr15q26.1	0.000576631935671918	-7.45830638811281	128	32	0.00375895688946317	8513	61273	28232,100422841,10509,5045,3669,10519,100847059,1106,290,56963,100422995,374655,23766,100507217,10239,64782,105370980,8826,91433,6017,9055,4122,101929765,64784,5428,641,100846993,2242,109729181,342132,11057,728619	SLCO3A1,MIR3174,SEMA4B,FURIN,ISG20,CIB1,MIR5094,CHD2,ANPEP,RGMA,MIR3175,ZNF710,GABARAPL3,LINC01578,AP3S2,AEN,LOC105370980,IQGAP1,RCCD1,RLBP1,PRC1,MAN2A2,LINC01585,CRTC3,POLG,BLM,MIR5009,FES,ZNF710-AS1,ZNF774,ABHD2,ASB9P1
human chr22q12.2	human chr22q12.2	0.000583136209916258	-7.44708976268248	102	27	0.00317161987548455	8513	61273	91445,8897,9814,339665,84164,6948,10634,3985,110806283,10633,55954,5008,652968,29796,83874,102466742,113791,162,23761,8563,4744,55000,253143,56478,4771,102465666,2130	RNF185,MTMR3,SFI1,SLC35E4,ASCC2,TCN2,GAS2L1,LIMK2,LIF-AS1,RASL10A,ZMAT5,OSM,CASTOR1,UQCR10,TBC1D10A,MIR6818,PIK3IP1,AP1B1,PISD,THOC5,NEFH,TUG1,PRR14L,EIF4ENIF1,NF2,MIR7109,EWSR1
human chr2p23.2	human chr2p23.2	0.000646804798360275	-7.3434660116737	40	14	0.00164454363914014	8513	61273	79745,388939,403150,5500,100505736,100505774,151056,9577,100505716,100302650,9553,165186,100422965,2355	CLIP4,PCARE,FLJ31356,PPP1CB,LOC100505736,LOC100505774,PLB1,BABAM2,LOC100505716,BABAM2-AS1,MRPL33,TOGARAM2,MIR4263,FOSL2
human chr4p15.32	human chr4p15.32	0.000646804798360275	-7.3434660116737	40	14	0.00164454363914014	8513	61273	952,101929095,9982,5860,26234,202018,51056,57545,114905,683,132864,285550,202020,80306	CD38,LOC101929095,FGFBP1,QDPR,FBXL5,TAPT1,LAP3,CC2D2A,C1QTNF7,BST1,CPEB2,FAM200B,TAPT1-AS1,MED28
human chr1p11.2	human chr1p11.2	0.000646804798360275	-7.3434660116737	40	14	0.00164454363914014	8513	61273	653505,647121,728855,2210,101929798,105369199,100996318,100873165,653820,653464,100996724,101954264,100996720,101929796	PPIAL4A,EMBP1,LINC00623,FCGR1B,LOC101929798,LOC105369199,LOC100996318,SRGAP2-AS1,FAM72B,SRGAP2C,LOC100996724,RNVU1-4,LOC100996720,NOTCH2NLR
human chr7p13	human chr7p13	0.000663940521210746	-7.31731798898989	63	19	0.00223188065311876	8513	61273	677798,54606,64005,94239,644,5478,100616393,23148,102465504,23386,83637,5814,9238,9263,102466985,83605,64951,27434,4967	SNORA9,DDX56,MYO1G,H2AFV,BLVRA,PPIA,MIR4657,NACAD,MIR6838,NUDCD3,ZMIZ2,PURB,TBRG4,STK17A,MIR6837,CCM2,MRPS24,POLM,OGDH
human chr15q15.1	human chr15q15.1	0.000686987324466966	-7.28319471646968	103	27	0.00317161987548455	8513	61273	90417,283748,100131244,30844,100131089,255189,5330,90427,64397,2595,2644,3712,825,57617,56924,51203,6727,79094,51103,729082,693212,51332,161829,105370943,388115,54617,101928363	KNSTRN,PLA2G4D,ANKRD63,EHD4,SRP14-AS1,PLA2G4F,PLCB2,BMF,ZNF106,GANC,GCHFR,IVD,CAPN3,VPS18,PAK6,NUSAP1,SRP14,CHAC1,NDUFAF1,OIP5-AS1,MIR627,SPTBN5,EXD1,LOC105370943,CCDC9B,INO80,EHD4-AS1
human chr6q23.3	human chr6q23.3	0.000782857805839275	-7.1525594802029	59	18	0.00211441325032304	8513	61273	100507406,9053,693126,113115,644135,101928461,3459,105378020,101928429,7128,27115,4602,54806,116379,167826,100130476,10767,9774	LINC02539,MAP7,MIR548A2,MTFR2,LOC644135,LOC101928461,IFNGR1,LINC02528,LOC101928429,TNFAIP3,PDE7B,MYB,AHI1,IL22RA2,OLIG3,WAKMAR2,HBS1L,BCLAF1
human chr1p35.3	human chr1p35.3	0.000782857805839275	-7.1525594802029	59	18	0.00211441325032304	8513	61273	26768,54797,2035,51441,111216282,65979,2268,23673,9473,5724,199870,4985,6429,83667,6118,27293,55113,2140	SNORA73B,MED18,EPB41,YTHDF2,LINC02574,PHACTR4,FGR,STX12,THEMIS2,PTAFR,FAM76A,OPRD1,SRSF4,SESN2,RPA2,SMPDL3B,XKR8,EYA3
human chr13q13.1	human chr13q13.1	0.000805326918241929	-7.1242622533686	24	10	0.00117467402795724	8513	61273	10443,122042,196549,90634,10129,100507099,9365,105370154,100874167,23047	N4BP2L2,RXFP2,EEF1DP3,N4BP2L1,FRY,FRY-AS1,KL,LINC02344,LINC00423,PDS5B
human chr19q13.2	human chr19q13.2	0.000968180069013436	-6.94009246627949	215	47	0.00552096793139904	8513	61273	284325,1089,1549,126432,634,6217,90324,162989,1084,92799,112398,1891,81,7040,2931,102465875,147968,645,163126,6223,55095,593,10567,102465478,80776,8425,6626,641649,6829,102465974,23646,55588,284323,208,101930071,558,9535,23152,5452,29785,64073,90273,115727,105372397,7538,374907,171523	C19orf54,CEACAM4,CYP2A7,RINL,CEACAM1,RPS16,CCDC97,DEDD2,CEACAM3,SHKBP1,EGLN2,ECH1,ACTN4,TGFB1,GSK3A,MIR8077,CAPN12,BLVRB,EID2,RPS19,SAMD4B,BCKDHA,RABAC1,MIR6797,B9D2,LTBP4,SNRPA,TMEM91,SUPT5H,MIR6719,PLD3,MED29,ZNF780A,AKT2,LOC101930071,AXL,GMFG,CIC,POU2F2,CYP2S1,C19orf33,CEACAM21,RASGRP4,LOC105372397,ZFP36,B3GNT8,CYP2T1P
human chr1q23.3	human chr1q23.3	0.00103386157586994	-6.87445438432383	143	34	0.00399389169505462	8513	61273	101928372,100847090,5202,27005,2215,5498,693141,117157,9191,4720,57823,257106,2207,100616386,962,25903,50848,336,8703,11266,55600,6675,4817,6504,9507,2214,81607,4063,2212,51744,4359,8832,7391,257177	LOC101928372,MIR5187,PFDN2,USP21,FCGR3B,PPOX,MIR556,SH2D1B,DEDD,NDUFS2,SLAMF7,ARHGAP30,FCER1G,MIR4654,CD48,OLFML2B,F11R,APOA2,B4GALT3,DUSP12,ITLN1,UAP1,NIT1,SLAMF1,ADAMTS4,FCGR3A,NECTIN4,LY9,FCGR2A,CD244,MPZ,CD84,USF1,CFAP126
human chr17p13.2	human chr17p13.2	0.00105934318794739	-6.85010619692255	111	28	0.00328908727828028	8513	61273	5023,388325,409,489,83903,400569,84268,708,23140,9032,100130950,55065,124936,102465522,55421,84254,84622,22861,9552,23125,84225,50488,1497,56919,102724009,2811,3682,51479	P2RX1,SCIMP,ARRB2,ATP2A3,HASPIN,MED11,RPAIN,C1QBP,ZZEF1,TM4SF5,LOC100130950,SLC52A1,CYB5D2,MIR6865,NCBP3,CAMKK1,ZNF594,NLRP1,SPAG7,CAMTA2,ZMYND15,MINK1,CTNS,DHX33,LOC102724009,GP1BA,ITGAE,ANKFY1
human chr5q33.1	human chr5q33.1	0.00107780788016599	-6.83282604114814	51	16	0.00187947844473159	8513	61273	6208,51164,972,101927096,206358,56923,309,105378230,85027,10318,26112,102465246,55696,2878,475,2760	RPS14,DCTN4,CD74,CLMAT3,SLC36A1,NMUR2,ANXA6,LOC105378230,SMIM3,TNIP1,CCDC69,MIR6499,RBM22,GPX3,ATOX1,GM2A
human chr1p36.22	human chr1p36.22	0.00117697243404236	-6.74480987150302	96	25	0.0029366850698931	8513	61273	148345,102465836,7133,23095,102724659,10277,116362,644997,100616438,29914,101929074,5195,9927,1185,100847055,100379251,64802,4524,57085,23435,5226,60672,5293,26270,4878	C1orf127,MIR7846,TNFRSF1B,KIF1B,LOC102724659,UBE4B,RBP7,PIK3CD-AS1,MIR4632,UBIAD1,PIK3CD-AS2,PEX14,MFN2,CLCN6,MIR5697,NPPA-AS1,NMNAT1,MTHFR,AGTRAP,TARDBP,PGD,MIIP,PIK3CD,FBXO6,NPPA
human chr7q11.23	human chr7q11.23	0.00117780481197795	-6.74410290189758	155	36	0.00422882650064607	8513	61273	57639,85025,4191,84163,105375355,5387,101926943,155400,677801,10875,51657,9883,693175,2969,55695,101927243,5982,5447,653361,3092,81554,9031,222183,654817,155368,22932,260294,654816,7532,54103,7462,100505854,100101267,83862,5782,7784	CCDC146,TMEM60,MDH2,GTF2IRD2,UPK3B,PMS2P3,LOC101926943,NSUN5P1,SNORA14A,FGL2,STYXL1,POM121,MIR590,GTF2I,NSUN5,LOC101927243,RFC2,POR,NCF1,HIP1,RCC1L,BAZ1B,SRRM3,NCF1C,METTL27,POMZP3,NSUN5P2,NCF1B,YWHAG,GSAP,LAT2,APTR,POM121C,TMEM120A,PTPN12,ZP3
human chr3q13.33	human chr3q13.33	0.0012053566773067	-6.72097975807332	61	18	0.00211441325032304	8513	61273	6565,10721,2932,113839522,286676,3081,3059,941,89876,55840,942,55254,100874246,64091,10063,165829,2960,51365	SLC15A2,POLQ,GSK3B,MIR6529,ILDR1,HGD,HCLS1,CD80,MAATS1,EAF2,CD86,TMEM39A,ARHGAP31-AS1,POPDC2,COX17,GPR156,GTF2E1,PLA1A
